//------------------------------------------------------------------------------
//
// Sistema de Informações Hidrológicas
// Versão Web 3.0
// © 2001 Agência Nacional de Águas (ANA)
//
// NivelConsistencia: 1 = Bruto, 2 = Consistido
// MediaDiaria: 0 = Não, 1 = Sim
// MetodoObtencaoVazoes: 1 = Curva de descarga, 2 = Transferência de vazões, 3 = Soma de vazões, 4 = ADCP
// Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Régua Seca
//
// Restrições da consulta:
//   Código da Estação: 39760000
//
//------------------------------------------------------------------------------

//EstacaoCodigo;NivelConsistencia;Data;Hora;MediaDiaria;MetodoObtencaoVazoes;Maxima;Minima;Media;DiaMaxima;DiaMinima;MaximaStatus;MinimaStatus;MediaStatus;MediaAnual;MediaAnualStatus;Vazao01;Vazao02;Vazao03;Vazao04;Vazao05;Vazao06;Vazao07;Vazao08;Vazao09;Vazao10;Vazao11;Vazao12;Vazao13;Vazao14;Vazao15;Vazao16;Vazao17;Vazao18;Vazao19;Vazao20;Vazao21;Vazao22;Vazao23;Vazao24;Vazao25;Vazao26;Vazao27;Vazao28;Vazao29;Vazao30;Vazao31;Vazao01Status;Vazao02Status;Vazao03Status;Vazao04Status;Vazao05Status;Vazao06Status;Vazao07Status;Vazao08Status;Vazao09Status;Vazao10Status;Vazao11Status;Vazao12Status;Vazao13Status;Vazao14Status;Vazao15Status;Vazao16Status;Vazao17Status;Vazao18Status;Vazao19Status;Vazao20Status;Vazao21Status;Vazao22Status;Vazao23Status;Vazao24Status;Vazao25Status;Vazao26Status;Vazao27Status;Vazao28Status;Vazao29Status;Vazao30Status;Vazao31Status;
39760000;1;01/07/1984;;1;1;287,7233;;;20;;1;0;0;;0;19,0122;;;265,5021;97,771;104,8372;107,5291;64,2617;46,9356;40,8205;35,636;30,1234;31,2042;48,3092;62,7497;124,1497;;;;287,7233;147,5145;136,6392;100,4016;73,5815;54,6517;44,9;59,0226;51,0959;42;34,5121;33,9541;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;
39760000;1;01/08/1984;;1;1;222,8876;17,6167;60,3682;30;19;1;1;1;;0;32,846;29,5871;27,4705;24,383;22,8801;21,4053;24,383;29,5871;34,5121;47,6208;36,7703;33,3987;29,0537;25,4002;22,3853;20,4382;19,9595;18,5436;17,6167;19,0122;99,5221;143,5278;167,9855;137,6163;76,7804;115,7399;86,6451;53,2198;42;222,8876;188,2376;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
39760000;1;01/09/1984;;1;1;170,081;23,3779;65,9552;8;23;1;1;1;;0;155,5964;144,521;156,6167;164,8587;163,8207;116,6646;90,0206;170,081;105,7319;75,1753;53,2198;44,3881;39,6508;36,7703;33,9541;31,2042;29,5871;29,0537;27,9953;26,4294;25,4002;24,8901;23,3779;24,383;35,0728;43,1892;32,296;26,9485;23,8789;23,8789;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
39760000;1;01/10/1984;;1;1;20,4382;11,5386;16,5546;9;29;1;1;1;;0;18,5436;17,6167;18,5436;18,5436;19,0122;18,5436;18,5436;18,5436;20,4382;20,4382;19,9595;18,5436;18,0784;18,5436;19,0122;17,6167;16,2526;16,7038;17,1585;16,2526;15,8051;14,9211;15,3612;14,4846;13,6232;12,7773;12,3604;11,9474;11,5386;11,9474;11,5386;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
39760000;1;01/11/1984;;1;1;15,8051;7,3321;10,9454;7;30;1;1;1;;0;12,3604;13,1983;13,1983;13,1983;13,6232;15,3612;15,8051;14,052;14,052;14,052;12,7773;11,9474;11,134;11,134;10,7336;10,3375;9,9457;9,9457;9,1756;9,1756;8,7974;8,7974;8,4239;8,4239;8,4239;8,4239;8,4239;8,0551;8,0551;7,3321;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
39760000;1;01/12/1984;;1;1;7,3321;5,615;6,3703;7;20;1;1;1;;0;6,9782;6,9782;6,9782;6,9782;6,9782;6,9782;7,3321;6,9782;6,9782;6,6294;6,9782;6,9782;6,6294;6,6294;6,2858;6,2858;6,2858;6,2858;5,9476;5,615;5,615;5,615;5,615;5,615;5,615;5,615;5,9476;6,2858;5,615;5,9476;6,2858;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
39760000;1;01/01/1985;;1;1;22,8801;4,3421;7,1236;29;2;1;1;1;;0;5,9476;4,3421;4,6513;5,9476;6,2858;6,6294;6,6294;8,0551;9,1756;8,0551;8,0551;6,9782;6,6294;6,6294;6,6294;6,2858;5,9476;5,9476;5,615;5,615;5,9476;5,615;5,615;5,615;5,9476;5,9476;5,9476;7,3321;22,8801;11,134;8,7974;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
39760000;1;01/02/1985;;1;1;106,6292;4,9667;20,2116;19;10;1;1;1;;0;7,6911;6,9782;6,6294;6,2858;6,2858;6,2858;5,615;5,2879;5,2879;4,9667;4,9667;5,615;7,3321;8,7974;22,8801;23,3779;18,5436;31,7488;106,6292;80,0244;57,5532;33,9541;30,6624;20,9201;14,9211;13,1983;11,5386;11,9474;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;
39760000;1;01/03/1985;;1;1;49,6961;7,6911;16,4296;29;14;1;1;1;;0;10,7336;10,3375;11,9474;21,4053;18,0784;18,0784;22,3853;18,0784;15,8051;13,1983;11,134;9,5584;8,4239;7,6911;10,3375;11,5386;9,1756;8,7974;9,1756;9,1756;8,7974;9,1756;11,134;26,9485;44,3881;27,4705;17,1585;13,1983;49,6961;21,4053;24,8901;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
39760000;1;01/04/1985;;1;1;232,1417;19,4842;65,2629;12;22;1;1;1;;0;23,3779;23,3779;30,6624;28,5231;23,3779;20,9201;23,8789;52,5086;51,8007;36,2019;66,552;232,1417;148,5169;110,2436;161,7514;137,6163;74,377;43,7875;31,2042;24,383;21,8937;19,4842;21,8937;44,9;61,2497;42;121,3246;127,95;95,1639;56,8231;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
