//------------------------------------------------------------------------------
//
// Sistema de Informações Hidrológicas
// Versão Web 3.0
// © 2001 Agência Nacional de Águas (ANA)
//
// NivelConsistencia: 1 = Bruto, 2 = Consistido
// MediaDiaria: 0 = Não, 1 = Sim
// MetodoObtencaoVazoes: 1 = Curva de descarga, 2 = Transferência de vazões, 3 = Soma de vazões, 4 = ADCP
// Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Régua Seca
//
// Restrições da consulta:
//   Código da Estação: 39870000
//
//------------------------------------------------------------------------------

//EstacaoCodigo;NivelConsistencia;Data;Hora;MediaDiaria;MetodoObtencaoVazoes;Maxima;Minima;Media;DiaMaxima;DiaMinima;MaximaStatus;MinimaStatus;MediaStatus;MediaAnual;MediaAnualStatus;Vazao01;Vazao02;Vazao03;Vazao04;Vazao05;Vazao06;Vazao07;Vazao08;Vazao09;Vazao10;Vazao11;Vazao12;Vazao13;Vazao14;Vazao15;Vazao16;Vazao17;Vazao18;Vazao19;Vazao20;Vazao21;Vazao22;Vazao23;Vazao24;Vazao25;Vazao26;Vazao27;Vazao28;Vazao29;Vazao30;Vazao31;Vazao01Status;Vazao02Status;Vazao03Status;Vazao04Status;Vazao05Status;Vazao06Status;Vazao07Status;Vazao08Status;Vazao09Status;Vazao10Status;Vazao11Status;Vazao12Status;Vazao13Status;Vazao14Status;Vazao15Status;Vazao16Status;Vazao17Status;Vazao18Status;Vazao19Status;Vazao20Status;Vazao21Status;Vazao22Status;Vazao23Status;Vazao24Status;Vazao25Status;Vazao26Status;Vazao27Status;Vazao28Status;Vazao29Status;Vazao30Status;Vazao31Status;
39870000;1;01/01/2007;;1;1;6,75949;1,262757;3,554556;5;31;0;0;1;;0;2,140892;2,818257;4,193126;5,544365;6,75949;5,83698;5,119413;4,98149;4,98149;4,711238;4,448449;4,193126;3,945275;3,7049;3,7049;3,472005;3,587517;3,472005;3,246597;3,136701;3,028679;2,92253;2,818257;2,92253;2,92253;2,715858;2,419923;2,140892;1,633627;1,40544;1,262757;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
39870000;1;01/02/2007;;1;1;163,2181;0,4762531;7,081869;25;12;0;0;0;;0;1,262757;1,194251;1,127637;1,000087;1,000087;1,000087;0,8801182;0,8801182;0,7677394;0,7143996;0,613426;0,5200703;0,7143996;1,555678;4,193126;6,444546;9,172095;17,80523;13,69682;11,52918;11,11783;11,32258;13,92374;26,04084;122,8643;44,26202;24,21021;23,02648;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;;
39870000;1;01/03/2007;;1;1;96,97703;6,75949;24,21021;7;22;0;0;0;;0;48,39184;54,07588;64,93481;51,79224;44,66679;52,92816;82,29181;23,31966;16,04903;30,56895;47,97065;40,70112;54,65416;27,61679;22,15797;18,58551;14,15251;13,24852;12,58991;10,91493;8,093583;7,081869;7,920323;8,093583;8,987708;9,736374;10,31732;10,51467;10,51467;18,58551;21,87214;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
39870000;1;01/04/2007;;1;1;414,5786;4,448449;10,8568;29;12;0;0;0;;0;21,30598;18,84928;14,15251;11,11783;9,358335;8,987708;8,445669;7,920323;7,245845;5,83698;5,119413;4,57891;4,98149;4,98149;5,259201;5,83698;6,444546;6,75949;7,411679;9,172095;10,71387;14,15251;17,54882;29,56841;32,27312;27,29794;28,58436;39,16595;372,7807;215,6889;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
39870000;1;01/05/2007;;1;1;126,306;12,8076;29,63402;1;11;0;0;0;;0;126,306;61,20949;38,03375;30,90612;27,29794;23,91152;21,30598;17,04152;15,32401;13,92374;12,8076;15,56384;24,81308;49,66633;45,89207;30,56895;25,73115;22,15797;21,30598;22,44564;24,81308;23,91152;26,66572;29,90009;24,51073;24,81308;24,81308;23,31966;22,15797;23,02648;24,51073;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
39870000;1;01/06/2007;;1;1;326,2577;14,38312;52,10312;27;14;0;0;0;;0;34,37851;71,37761;50,66814;30,56895;23,31966;24,81308;27,61679;24,21021;21,30598;19,65163;19,11489;18,58551;17,54882;14,38312;15,80551;17,54882;29,56841;52,92816;53,50055;32,9676;26,66572;23,61467;25,42329;30,90612;42,26549;72,70118;326,2577;223,5918;134,216;57,58976;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
39870000;1;01/07/2007;;1;1;355,5196;25,42329;64,63897;10;19;0;0;1;;0;46,30414;47,13375;36,18328;37,66;34,37851;29,90009;33,6694;36,54972;90,96439;220,1881;225,8747;93,94766;49,66633;41,08947;38,78672;36,54972;34,73581;28,58436;27,61679;36,54972;75,38325;66,2;66,2;46,71803;32,9676;26,35236;126,306;128,0438;67,47688;32,27312;109,5543;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
39870000;1;01/08/2007;;1;1;433,1424;27,29794;90,16791;1;30;0;0;1;;0;396,4046;330,3642;142,356;103,1738;100,0524;100,8285;138,7098;88,02729;67,47688;74,03639;102,3892;76,74173;63,68132;94,70068;76,06104;73,36733;63,05897;54,07588;44,26202;56,99675;88,75723;70,0657;50,66814;44,26202;72,70118;57,58976;41,87166;32,61945;28,58436;27,29794;34,02304;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
39870000;1;01/09/2007;;1;1;78,11184;18,58551;35,78887;5;26;0;0;0;;0;36,18328;35,45589;30,56895;34,02304;78,11184;68,76546;54,65416;49,55586;41,47965;41,08947;36,18328;36,91799;43,05863;50,11052;45,48182;44,66679;40,70112;38,40932;31,24512;26,66572;24,81308;23,02648;21,30598;20,74718;19,65163;18,58551;20,74718;22,15797;19,65163;19,65163;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
39870000;1;01/10/2007;;1;1;20,19573;9,172095;14,03337;6;31;0;0;1;;0;17,54882;16,54159;16,54159;16,79064;17,54882;20,19573;19,11489;18,84928;17,54882;18,06348;19,11489;18,32358;16,54159;15,56384;13,92374;12,8076;12,58991;11,94793;11,52918;11,52918;11,11783;11,11783;10,71387;10,71387;10,31732;9,928171;9,928171;10,31732;9,546429;9,546429;9,172095;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
