//------------------------------------------------------------------------------
//
// Sistema de Informações Hidrológicas
// Versão Web 3.0
// © 2001 Agência Nacional de Águas (ANA)
//
// NivelConsistencia: 1 = Bruto, 2 = Consistido
// MediaDiaria: 0 = Não, 1 = Sim
// MetodoObtencaoVazoes: 1 = Curva de descarga, 2 = Transferência de vazões, 3 = Soma de vazões, 4 = ADCP
// Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Régua Seca
//
// Restrições da consulta:
//   Código da Estação: 39620000
//
//------------------------------------------------------------------------------

//EstacaoCodigo;NivelConsistencia;Data;Hora;MediaDiaria;MetodoObtencaoVazoes;Maxima;Minima;Media;DiaMaxima;DiaMinima;MaximaStatus;MinimaStatus;MediaStatus;MediaAnual;MediaAnualStatus;Vazao01;Vazao02;Vazao03;Vazao04;Vazao05;Vazao06;Vazao07;Vazao08;Vazao09;Vazao10;Vazao11;Vazao12;Vazao13;Vazao14;Vazao15;Vazao16;Vazao17;Vazao18;Vazao19;Vazao20;Vazao21;Vazao22;Vazao23;Vazao24;Vazao25;Vazao26;Vazao27;Vazao28;Vazao29;Vazao30;Vazao31;Vazao01Status;Vazao02Status;Vazao03Status;Vazao04Status;Vazao05Status;Vazao06Status;Vazao07Status;Vazao08Status;Vazao09Status;Vazao10Status;Vazao11Status;Vazao12Status;Vazao13Status;Vazao14Status;Vazao15Status;Vazao16Status;Vazao17Status;Vazao18Status;Vazao19Status;Vazao20Status;Vazao21Status;Vazao22Status;Vazao23Status;Vazao24Status;Vazao25Status;Vazao26Status;Vazao27Status;Vazao28Status;Vazao29Status;Vazao30Status;Vazao31Status;
39620000;1;01/01/2007;;1;1;4,715972;1,03514;2,341918;12;26;0;0;0;;0;3,165507;3,477491;3,802415;4,226569;4,054521;3,01441;2,65109;2,1453;2,242653;2,6159;4,446076;4,6705;2,830164;2,341918;2,242653;1,98732;1,925633;1,86481;1,925633;1,804855;1,68756;1,573774;1,545879;1,203576;1,154304;1,058512;1,105948;1,130011;1,956369;2,8666;2,793934;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
39620000;1;01/02/2007;;1;1;3,843934;0,856563;2,1453;21;13;0;0;0;;0;2,177538;2,081465;1,804855;1,68756;2,1453;2,113276;1,98732;1,925633;1,895113;1,804855;1,74577;0,9217714;0,8780633;1,082115;1,356844;1,545879;1,68756;3,01441;2,903244;3,280977;3,761096;3,557514;3,280977;2,6159;2,6159;2,308618;2,341918;2,977149;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;;
39620000;1;01/03/2007;;1;1;17,61597;2,477228;5,276816;1;16;0;0;0;;0;16,91004;15,6327;12,58954;11,98131;11,55496;9,648161;5,133988;4,097235;4,580142;4,85356;7,179528;12,32725;7,28972;3,761096;2,686489;2,511582;2,903244;3,719978;4,992901;4,490569;3,557514;3,01441;2,903244;2,830164;2,940093;2,830164;2,793934;2,8666;2,940093;2,940093;3,089549;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
39620000;1;01/04/2007;;1;1;26,07954;1,658783;1,896747;30;13;0;0;0;;0;2,793934;2,65109;2,6159;2,511582;2,375429;2,242653;2,242653;2,209989;2,275529;2,375429;2,341918;2,177538;2,1453;2,375429;3,127426;3,843934;3,517402;3,319874;2,757911;1,895113;2,049869;1,98732;2,1453;2,275529;2,308618;2,341918;2,580918;2,8666;16,31504;25,23981;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
39620000;1;01/05/2007;;1;1;45,03089;8,024042;18,1703;1;26;0;0;1;;0;44,72442;41,11844;39,5102;36,23872;32,55721;29,04953;22,22676;19,70218;18,02502;16,91004;15,53627;14,49279;12,85423;13,03204;15,92357;13,57185;14,30649;15,24853;16,51233;16,61137;15,15315;13,21091;11,4705;9,836776;8,789458;8,373467;8,789458;8,729484;9,585649;10,21886;10,96946;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
39620000;1;01/06/2007;;1;1;45,184;2,409;13,827;29;11;1;1;1;;0;8,729;13,937;13,845;12,067;10,091;7,512;3,679;3,32;3,052;2,722;2,409;3,052;8,315;7,625;6,8;7,456;10,641;17,718;21,778;16,711;12,854;9,711;13,663;15,729;16,217;16,91;31,238;33,901;45,184;37,93;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;
39620000;1;01/07/2007;;1;1;23,02145;3,051877;10,06922;10;21;0;0;1;;0;11,8955;11,4705;11,21875;10,96946;8,373467;7,400655;6,853429;6,221494;19,80917;22,79315;20,3479;14,39951;10,72262;9,523318;8,610081;8,373467;7,737913;6,692906;5,915732;3,398277;3,089549;3,557514;12,41441;14,21373;9,710852;9,963418;9,461167;10,21886;10,72262;8,610081;7,456402;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
39620000;1;01/08/2007;;1;1;34,30823;4,992901;15,74925;7;31;0;0;1;;0;9,710852;26,68671;25,35903;31,36855;29,68588;31,10703;34,03623;32,15884;27,67089;10,80463;9,963418;9,337408;8,314771;11,72469;21,33354;16,31504;14,86856;13,75392;10,41232;8,08182;13,66276;15,34418;13,39085;11,13538;9,710852;9,275799;8,550653;7,737913;6,118814;5,518719;5,086765;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
39620000;1;01/09/2007;;1;1;14,30649;2,341918;6,400804;7;24;0;0;0;;0;4,535257;3,885652;3,203793;5,373;8,314771;11,72469;14,30649;10,64089;9,214372;8,197928;7,179528;6,324932;7,070082;8,789458;10,02701;8,729484;7,456402;6,118814;4,490569;3,557514;3,051877;2,903244;2,580918;2,341918;5,518719;5,765419;6,067759;5,616824;4,85356;4,183259;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
39620000;1;01/10/2007;;1;1;5,469954;2,341918;3,309327;13;8;0;0;1;;0;3,719978;3,051877;2,8666;3,280977;3,679061;3,203793;2,757911;2,409152;3,127426;3,517402;4,270075;4,625223;4,992901;4,715972;3,969688;3,477491;3,051877;3,089549;3,089549;3,089549;2,977149;3,01441;3,01441;3,051877;2,977149;2,830164;2,977149;2,977149;2,903244;2,903244;2,977149;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
39620000;1;01/11/2007;;1;1;3,679061;2,409152;3,041595;10;4;0;0;1;;0;3,165507;3,051877;2,903244;2,757911;2,8666;3,01441;3,165507;3,089549;3,165507;3,242283;3,089549;3,089549;2,977149;2,977149;3,01441;2,977149;2,977149;2,977149;2,8666;2,977149;3,127426;3,127426;3,051877;3,203793;3,203793;3,089549;3,127426;3,127426;2,977149;2,8666;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
39620000;1;01/12/2007;;1;1;2,830164;1,834724;2,264004;25;2;0;0;1;;0;2,018487;1,925633;2,018487;2,275529;2,242653;2,209989;2,275529;2,341918;2,308618;2,308618;2,308618;2,1453;2,209989;2,308618;2,308618;2,308618;2,209989;2,308618;2,275529;2,275529;2,275529;2,242653;2,308618;2,375429;2,477228;2,409152;2,341918;2,341918;2,275529;2,308618;2,242653;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
39620000;1;01/01/2008;;1;1;2,977149;1,834724;2,302637;1;5;0;0;1;;0;2,443085;2,308618;2,209989;2,209989;2,209989;2,308618;2,308618;2,242653;2,242653;2,341918;2,341918;2,275529;2,308618;2,375429;2,443085;2,375429;2,308618;2,308618;2,308618;2,242653;2,242653;2,242653;2,275529;2,308618;2,308618;2,375429;2,443085;2,341918;2,275529;2,275529;2,177538;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
