//------------------------------------------------------------------------------
//
// Sistema de Informações Hidrológicas
// Versão Web 3.0
// © 2001 Agência Nacional de Águas (ANA)
//
// NivelConsistencia: 1 = Bruto, 2 = Consistido
// MediaDiaria: 0 = Não, 1 = Sim
// MetodoObtencaoVazoes: 1 = Curva de descarga, 2 = Transferência de vazões, 3 = Soma de vazões, 4 = ADCP
// Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Régua Seca
//
// Restrições da consulta:
//   Código da Estação: 49490000
//
//------------------------------------------------------------------------------

//EstacaoCodigo;NivelConsistencia;Data;Hora;MediaDiaria;MetodoObtencaoVazoes;Maxima;Minima;Media;DiaMaxima;DiaMinima;MaximaStatus;MinimaStatus;MediaStatus;MediaAnual;MediaAnualStatus;Vazao01;Vazao02;Vazao03;Vazao04;Vazao05;Vazao06;Vazao07;Vazao08;Vazao09;Vazao10;Vazao11;Vazao12;Vazao13;Vazao14;Vazao15;Vazao16;Vazao17;Vazao18;Vazao19;Vazao20;Vazao21;Vazao22;Vazao23;Vazao24;Vazao25;Vazao26;Vazao27;Vazao28;Vazao29;Vazao30;Vazao31;Vazao01Status;Vazao02Status;Vazao03Status;Vazao04Status;Vazao05Status;Vazao06Status;Vazao07Status;Vazao08Status;Vazao09Status;Vazao10Status;Vazao11Status;Vazao12Status;Vazao13Status;Vazao14Status;Vazao15Status;Vazao16Status;Vazao17Status;Vazao18Status;Vazao19Status;Vazao20Status;Vazao21Status;Vazao22Status;Vazao23Status;Vazao24Status;Vazao25Status;Vazao26Status;Vazao27Status;Vazao28Status;Vazao29Status;Vazao30Status;Vazao31Status;
49490000;1;01/01/2008;;1;1;0;0;0;1;1;1;1;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
49490000;1;01/02/2008;;1;1;;;;;;0;0;0;;0;0;8,92;2,89;1,18;0,347;0,013;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;1;1;1;1;1;1;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;;
49490000;1;01/03/2008;;1;1;;;;;;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
49490000;1;01/04/2008;;1;1;124,0858;4,583268;;7;30;0;0;0;;0;73,35854;62,2218;;64,37549;41,20761;29,9561;65,30976;58,61544;33,43226;28,49555;24,33395;21,38461;17,80396;14,55264;14,26015;32,32536;26,6716;21,56334;17,64167;14,26015;13,12004;12,29628;11,49935;8,134886;7,280773;6,474241;5,90055;5,442899;5,177218;4,665892;;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
49490000;1;01/05/2008;;1;1;75,02469;16,52655;27,02084;21;31;0;0;1;;0;37,10019;32,10623;28,49555;25,88041;23,02006;19,8097;30,38013;24,90826;22,83535;21,74281;32,32536;28,08499;24,14401;21,92303;19,29818;18,46059;18,13078;17,80396;17,48013;17,15928;66,56599;50,62121;42,96189;36,16523;31,0218;28,49555;25,48931;22,104;19,12917;17,31933;16,68361;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
49490000;1;01/06/2008;;1;1;20,85291;7,595488;11,54191;3;20;0;0;1;;0;19,46794;19,8097;20,67718;19,8097;19,29818;17,967;16,68361;15,14656;13,97065;12,84247;11,63031;10,47851;9,744154;9,036606;8,579793;8,355851;8,244996;8,025518;7,809015;7,70188;7,595488;7,809015;7,809015;7,809015;7,809015;7,916895;8,579793;9,15267;8,579793;7,916895;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
49490000;1;01/07/2008;;1;1;19,46794;5,265036;11,75071;19;4;0;0;1;;0;7,280773;6,671414;5,994308;5,353597;6,771116;8,692881;12,02766;15,29691;11,63031;11,11095;10,85573;10,6035;10,35425;10,35425;10,10798;10,10798;9,864684;9,624368;19,29818;18,29531;17,31933;16,52655;15,90576;15,448;14,55264;13,4006;12,70481;12,43171;12,1616;11,89446;11,63031;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
49490000;1;01/08/2008;;1;1;11,63031;2,570682;5,601031;1;31;0;0;1;;0;11,36914;10,72925;10,23074;9,505327;8,806711;8,134886;7,489839;6,572456;5,90055;5,442899;5,265036;5,090142;5,090142;5,090142;4,918216;4,918216;4,918216;4,918216;4,749259;4,749259;4,749259;4,665892;4,501386;4,181272;3,873021;3,576628;3,154262;2,953075;2,822651;2,695187;2,570682;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
49490000;1;01/09/2008;;1;1;2,45;0;0,756;1;29;1;1;1;;0;2,39;2,16;1,94;1,78;1,68;1,63;1,54;1,35;1,18;1,02;0,87;0,766;0,701;0,638;0,579;0,495;0,417;0,369;0,325;0,263;0,207;0,158;0,104;0,07;0,029;0,013;0,009;0,003;0;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
49490000;1;01/10/2008;;1;1;0;0;0;1;1;1;1;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
